Time,Generation
2/2/2025 0:00,107.59383084385512
2/2/2025 6:35,0.0
2/2/2025 6:45,0.15739864675136755
2/2/2025 6:50,0.16600925734353192
2/2/2025 6:55,0.3141909885797351
2/2/2025 7:00,0.3275328242766171
2/2/2025 7:05,0.3259828846115196
2/2/2025 7:10,0.4853878664235548
2/2/2025 7:15,0.6385096384763752
2/2/2025 7:25,0.7880477473261612
2/2/2025 7:30,0.9558458451927746
2/2/2025 7:35,1.0795513039217597
2/2/2025 7:40,1.2500158095756368
2/2/2025 7:45,1.3392795208014054
2/2/2025 7:50,1.5030540453342616
2/2/2025 7:55,1.6114663810398888
2/2/2025 8:00,1.71708109511878
2/2/2025 8:05,1.9797735540984593
2/2/2025 8:10,2.023822168187705
2/2/2025 8:15,2.245773120792337
2/2/2025 8:20,2.4850140569026764
2/2/2025 8:25,2.5622685213384853
2/2/2025 8:30,2.811164546416748
2/2/2025 8:35,3.163019401046694
2/2/2025 8:40,3.437181020934352
2/2/2025 8:45,3.8994844129738597
2/2/2025 8:50,3.959071354329515
2/2/2025 8:55,4.607262349140685
2/2/2025 9:00,4.9514851492210985
2/2/2025 9:05,5.0925909675431145
2/2/2025 9:10,6.013599961703994
2/2/2025 9:15,6.250561579412069
2/2/2025 9:20,6.724864866627291
2/2/2025 9:25,6.773031582615523
2/2/2025 9:30,7.216525753631788
2/2/2025 9:35,8.199312485024857
2/2/2025 9:40,8.795662907412009
2/2/2025 9:45,8.721827744519935
2/2/2025 9:50,9.740703843918768
2/2/2025 9:55,10.24765901787883
2/2/2025 10:00,10.677989050945424
2/2/2025 10:05,11.85890545755538
2/2/2025 10:10,12.109227196008716
2/2/2025 10:15,12.733382798829851
2/2/2025 10:20,13.772370072200284
2/2/2025 10:25,14.388999814493515
2/2/2025 10:30,16.8517748390869
2/2/2025 10:35,17.635136088025515
2/2/2025 10:40,19.029402142064363
2/2/2025 10:45,18.920734193814095
2/2/2025 10:50,22.100025363042203
2/2/2025 11:00,24.336803199921267
2/2/2025 11:05,26.54640215531924
2/2/2025 11:10,26.063244865708203
2/2/2025 11:15,27.90594327171416
2/2/2025 11:20,30.646006750309972
2/2/2025 11:25,29.67948183329478
2/2/2025 11:30,32.778430369556546
2/2/2025 11:40,35.41237129217999
2/2/2025 11:45,35.17789915698255
2/2/2025 11:50,37.4819133101744
2/2/2025 11:55,39.24981498415889
2/2/2025 12:00,40.66196386526986
2/2/2025 12:05,43.410594500787646
2/2/2025 12:10,47.09375758774826
2/2/2025 12:15,48.766754153720186
2/2/2025 12:20,46.46198801336834
2/2/2025 12:25,52.6651916859898
2/2/2025 12:30,51.402977565481606
2/2/2025 12:35,52.64095400799907
2/2/2025 12:40,52.637964028513615
2/2/2025 12:45,57.550671593427325
2/2/2025 12:50,61.909237019706175
2/2/2025 12:55,60.44556091830073
2/2/2025 13:00,65.7518983677375
2/2/2025 13:05,60.26035025640127
2/2/2025 13:10,62.66752627672094
2/2/2025 13:15,70.13337999677773
2/2/2025 13:20,70.16114404918459
2/2/2025 13:25,73.2465396916526
2/2/2025 13:30,74.22704309302674
2/2/2025 13:35,69.27819369256208
2/2/2025 13:40,68.8332808540677
2/2/2025 13:45,73.81631016315276
2/2/2025 13:50,70.40137357830365
2/2/2025 13:55,72.26138565759769
2/2/2025 14:00,75.13338644554044
2/2/2025 14:05,80.31209133776007
2/2/2025 14:15,80.5602747910884
2/2/2025 14:20,84.5464540673625
2/2/2025 14:25,85.64223839117003
2/2/2025 14:30,88.0233693140782
2/2/2025 14:35,84.06845014246359
2/2/2025 14:40,92.46785549188758
2/2/2025 14:45,93.96885648091991
2/2/2025 14:55,94.90077928302841
2/2/2025 15:00,94.1697123535862
2/2/2025 15:05,95.50689236867974
2/2/2025 15:10,96.45159845351345
2/2/2025 15:15,91.26583771750927
2/2/2025 15:20,93.16959841632197
2/2/2025 15:25,100.56881668794801
2/2/2025 15:35,97.89074769371776
2/2/2025 15:40,103.29970425908932
2/2/2025 15:45,107.54222957118614
2/2/2025 15:50,108.78412228128909
2/2/2025 15:55,105.5727957308021
2/2/2025 16:00,98.436571745114
2/2/2025 16:05,99.40697774376558
2/2/2025 16:10,103.59741866058981
2/2/2025 16:15,103.19903423412946
2/2/2025 16:20,106.2125675180344
2/2/2025 16:25,108.05060166979203
2/2/2025 16:30,105.57843237673197
2/2/2025 16:35,108.44337033773084
2/2/2025 16:40,113.88680540736905
2/2/2025 16:45,108.56310704866297
2/2/2025 16:50,104.90669532444998
2/2/2025 16:55,106.34686172852199
2/2/2025 17:00,103.294424649291
2/2/2025 17:05,115.2298816181393
2/2/2025 17:10,112.557267012095
2/2/2025 17:15,112.41697219056378
2/2/2025 17:20,114.40661496809486
2/2/2025 17:25,111.87392014397174
2/2/2025 17:30,114.17903760701236
2/2/2025 17:35,106.30189085249118
2/2/2025 17:40,107.7425329045489
2/2/2025 17:45,115.22216574983898
2/2/2025 17:50,103.64438323267028
2/2/2025 17:55,116.73518149018791
2/2/2025 18:00,115.73432559946336
2/2/2025 18:05,105.4652041549013
2/2/2025 18:15,109.13763216892602
