Time,Generation
2/2/2025 0:00,68.28533888062896
2/2/2025 6:35,0.0
2/2/2025 6:45,0.10918490921951385
2/2/2025 6:50,0.10197859620491562
2/2/2025 6:55,0.21173654448728532
2/2/2025 7:00,0.18823508187182897
2/2/2025 7:05,0.20094001520166324
2/2/2025 7:10,0.2909853442814593
2/2/2025 7:15,0.38816565485735083
2/2/2025 7:25,0.4995950126825664
2/2/2025 7:30,0.6058664540886033
2/2/2025 7:35,0.7512413409812696
2/2/2025 7:40,0.8694504325491684
2/2/2025 7:45,0.9650043882699839
2/2/2025 7:50,0.9975929403187658
2/2/2025 7:55,1.068346500375535
2/2/2025 8:00,1.188221473311874
2/2/2025 8:05,1.276775107075507
2/2/2025 8:10,1.2701395229709496
2/2/2025 8:15,1.34071155666953
2/2/2025 8:20,1.6241629963726316
2/2/2025 8:25,1.780517888196745
2/2/2025 8:30,1.9396580827379564
2/2/2025 8:35,2.1408565319366213
2/2/2025 8:40,2.092060415028287
2/2/2025 8:45,2.2677215791230623
2/2/2025 8:50,2.510743222924477
2/2/2025 8:55,2.779772853447415
2/2/2025 9:00,2.952053254724117
2/2/2025 9:05,3.4263190155592307
2/2/2025 9:10,3.7048931403543253
2/2/2025 9:15,3.9755143313341668
2/2/2025 9:20,4.272846676141918
2/2/2025 9:25,4.42030794591971
2/2/2025 9:30,4.812775639571618
2/2/2025 9:35,5.113222521906913
2/2/2025 9:40,5.906236381424839
2/2/2025 9:45,6.280460599126036
2/2/2025 9:50,6.487972637716084
2/2/2025 9:55,7.271139658815995
2/2/2025 10:00,7.154518386497843
2/2/2025 10:05,7.454928594711702
2/2/2025 10:10,7.511064860507239
2/2/2025 10:15,8.931313607595476
2/2/2025 10:20,9.421238660732655
2/2/2025 10:25,9.41480108704242
2/2/2025 10:30,10.48753003884453
2/2/2025 10:35,10.54984649189405
2/2/2025 10:40,12.376599304587
2/2/2025 10:45,13.787531005072934
2/2/2025 10:50,14.502748454970021
2/2/2025 11:00,15.48526451042969
2/2/2025 11:05,15.577419580163046
2/2/2025 11:10,17.851280299998052
2/2/2025 11:15,18.5147488713984
2/2/2025 11:20,19.89269884359046
2/2/2025 11:25,18.842346658637197
2/2/2025 11:30,20.055484063134845
2/2/2025 11:40,23.91693196818165
2/2/2025 11:45,24.95979610713036
2/2/2025 11:50,26.45856546857243
2/2/2025 11:55,27.763525394941013
2/2/2025 12:00,26.21484592142747
2/2/2025 12:05,27.943777274296277
2/2/2025 12:10,27.767674757683793
2/2/2025 12:15,32.50624219443462
2/2/2025 12:20,31.032369563253265
2/2/2025 12:25,34.9729931617857
2/2/2025 12:30,35.15277233802472
2/2/2025 12:35,32.40519348787239
2/2/2025 12:40,37.28215642453438
2/2/2025 12:45,34.56365431926649
2/2/2025 12:50,40.8115761820751
2/2/2025 12:55,41.90982976072302
2/2/2025 13:00,41.95695703586452
2/2/2025 13:05,38.69415982915346
2/2/2025 13:10,45.019825519451366
2/2/2025 13:15,42.331182359678515
2/2/2025 13:20,41.45236205625053
2/2/2025 13:25,42.89244645874697
2/2/2025 13:30,47.0970349310726
2/2/2025 13:35,43.91971508430274
2/2/2025 13:40,43.64721687646001
2/2/2025 13:45,48.5220012819633
2/2/2025 13:50,45.8228273990969
2/2/2025 13:55,48.17886389938268
2/2/2025 14:00,49.64687656363343
2/2/2025 14:05,48.463157055324764
2/2/2025 14:15,56.602039137482606
2/2/2025 14:20,53.909067834899
2/2/2025 14:25,55.60010073581705
2/2/2025 14:30,54.684821052556025
2/2/2025 14:35,52.37664072044234
2/2/2025 14:40,53.43621079633892
2/2/2025 14:45,55.804845187653434
2/2/2025 14:55,55.598877182281036
2/2/2025 15:00,59.03155498832467
2/2/2025 15:05,63.612111935655605
2/2/2025 15:10,66.53993077662642
2/2/2025 15:15,66.92085029039147
2/2/2025 15:20,60.87130750345925
2/2/2025 15:25,65.23540155393275
2/2/2025 15:35,67.07396726050725
2/2/2025 15:40,69.49673949926814
2/2/2025 15:45,64.17881648421798
2/2/2025 15:50,66.02412473562445
2/2/2025 15:55,62.26483166647874
2/2/2025 16:00,64.1351740068247
2/2/2025 16:05,65.35428383993812
2/2/2025 16:10,73.00956257039869
2/2/2025 16:15,71.28997677018309
2/2/2025 16:20,67.69162022953176
2/2/2025 16:25,71.63062662036604
2/2/2025 16:30,71.53018876044683
2/2/2025 16:35,66.87535755933398
2/2/2025 16:40,72.18725909131773
2/2/2025 16:45,70.97474353970563
2/2/2025 16:50,67.52575305298248
2/2/2025 16:55,69.49181383894721
2/2/2025 17:00,73.49470354862949
2/2/2025 17:05,74.31283689664109
2/2/2025 17:10,68.38684216327202
2/2/2025 17:15,71.42289551992721
2/2/2025 17:20,69.3185688221863
2/2/2025 17:25,71.3185775063386
2/2/2025 17:30,68.10953314810406
2/2/2025 17:35,68.17059801948584
2/2/2025 17:40,75.64441892762214
2/2/2025 17:45,72.81838655317127
2/2/2025 17:50,66.73413022113031
2/2/2025 17:55,76.1288650401028
2/2/2025 18:00,76.83319868594079
2/2/2025 18:05,67.99883277365774
2/2/2025 18:15,70.9049158483751
